Column1;text;iab_t1;classification_google;correct
139;Bekijk dit hoogtepunt uit de tweede etappe van de Tour de France. Het is een redelijk saaie etappe in de Tour de France zondag. De renners moeten nog bijkomen van een bijzondere eerste etappe, waarbij valpartijen meer regel dan uitzondering waren. Ook in de tweede etappe vallen er wat mensen, zoals klassementsrenner Martinez, winnaar van het Criterium du Dauphiné. ;Sports;"[""/Sports/Individual Sports/Cycling"", ""/Arts & Entertainment/TV & Video/Online Video""]";1
140;Bijzondere post voor Gareth Southgate gisteren. De bondscoach van het Engelse voetbalelftal kreeg een brief van niemand minder dan Queen Elizabeth, waarin ze hem veel succes wenste in de finale en vertelde dat hij tegenover het dynamische Italië beter kon kiezen voor een 4-3-3 met de punt naar achter op het middenveld. “Je hebt de kans om het hele land trots te maken”, schrijft de koningin. “Mits je begrijpt dat wedstrijden als deze een kwestie zijn van game management. Niet te hard van stapel willen lopen, maar rustig op je kans wachten. De controle nemen over het spel zodat Italië zich moet aanpassen, en als je de boel dan op slot weet te houden tot de 75ste minuut opeens Jack Grealish brengen, die met zijn onvoorspelbare dribbels en aanvalsdrang de wedstrijd open kan breken.” Volgens de onlangs 95 geworden koningin van het Verenigd Koninkrijk doet Southgate er goed aan Mason Mount op te stellen op het middenveld. “Hij is een goede aanvaller, maar ook niet te beroerd om zijn verdedigende taken uit te voeren. Tegenover het Italiaanse middenveld met Verratti, Jorginho en Barella ga je hem zeker nodig hebben. Je kan dan met de punt naar achteren spelen, met bijvoorbeeld Rice voor de verdediging, of Mount alsnog verder naar voren schuiven en een blok van Rice en Philips laten staan. Dat kan handig zijn om bijvoorbeeld Jorginho uit z’n spel te halen. Hij is redelijk onzichtbaar, maar stiekem de dirigent van dit elftal. Die veelzijdigheid is essentieel in het moderne voetbal. Mensen zullen roepen om Foden of Sancho, maar dit is een finale, niet het fucking paastoernooi in de F’jes.” Het grootste gevaar van Italië ligt volgens The Queen aan de linkerkant, illustreert ze aan de hand van bijgevoegde heatmaps en passing-data. “Het is verraderlijk om aan te nemen dat met het uitvallen van Spinazzolla het gevaar geweken is. Emerson Palmieri is ook zeker niet van zijn kwaliteit, maar het gevaar komt niet alleen door individuele kwaliteiten, maar ook door het systeem. Je zult ook in de finale zien dat Insigne naar binnen komt vanaf links. Dan komt het dilemma, laat je hem overnemen door Stones of loop je mee en laat je een gat vallen op links waar Emerson in kan duiken. Op basis van mijn eigen analyses zou ik zeggen: laat de mandekking achter in het verleden en leg de focus op je eigen formatie. Hoe wil je zelf staan? Dat is de mindset van een winnaar. In de Duitse tweede divisie heb je een trainer die het voetbal revolutionair wil veranderen door gewoon geen keeper op te stellen, maar gewoon een verdediger handschoenen aan te trekken. Heb je dat gezien? Umwälzen noemen ze dat. Anyway, hebben we het later nog wel over. Zet ’m op zondag! En mocht het penalty’s worden, niet te lang over nadenken en alles in de kruising peren. Groetjes, The Queen.” ;Sports;"[""/Sports/Team Sports/Soccer""]";1
150;#PraatMee | Heb jij er vertrouwen in dat Feyenoord doorgaat vanavond? Feyenoord neemt het vanavond init seizoen in De Kuip op tegen FC Drita. Vorige week wisten de Rotterdammers niet te winnen in Kosovo en weet dat het vanavond moet winnen. Arne Slot zei gisteren tijdens de persconferentie dat hij er van overtuigd is dat de Rotterdammers doorgaan naar de volgende ronde. De trainer heeft er alle vertrouwen in dat Feyenoord doorgaat. In de #PraatMee is FR-Fans.nl benieuwd naar de mening van de bezoekers. Heb jij ook vertrouwen in de wedstrijd van vanavond? Komt Feyenoord tegen Drita nog in gevaar of zal De Kuip een onneembare vesting worden? ;Sports;"[""/Sports/Team Sports/Soccer"", ""/Arts & Entertainment""]";1
160;Blind ziet voetbal als bijzaak: Maar op dat moment is het hoofdzaakley Blind ziet voetbal enerzijds als een bijzaak, al weet hij ook dat voetbal voor hem ook hoofdzaak is. De verdediger (31) wil nog jaren door als voetballer en om top te presteren, moet er veel wijken. Al van kleins af aan had Blind de droom om profvoetballer te worden. Hij wilde zijn vader Danny Blind achterna. Soms heb ik hem vervloekt als hij weer wat te kritisch was of na een training weer met de pionnetjes op tafel uitleg gaf, vertelt Blind in de podcast Meer Dan Goud, die te beluisteren is op de website van NPO Radio 1. Vaak hield Blind zijn mond, al stak hij er onbewust ook veel van op. Ik heb ook weleens vervloekt dat het altijd maar voetbal, voetbal, voetbal was. Ik wilde soms liever iets anders dan voetbal op tv zien. Ik vond het ook leuk om met mijn moeder een filmpje op tv te zien. Dat kon mijn vader niet altijd waarderen, lacht Blind er nu om. Dan is voetbal als bijzaak niet iets wat je wilt horen Blind geeft toe dat voetbal een bijzaak is. De Ajacied weet dat bepaalde dingen in het leven, zoals familie, vrienden en de gezondheid, belangrijker zijn. Maar als ik terugkijk naar mijn moeilijke periode met mijn hartblessure, is voetbal als bijzaak niet iets wat je wilt horen. Voetbal is mijn leven en het is op dat moment de hoofdzaak dat ik terugkeer op het veld. Enkele weken geleden revalideerde Blind van een zware enkelblessure en op dat moment was het herstel daarvan de hoofdzaak. Dan vergeet ik nog weleens de rollen die anderen daarin spelen. Ik zie mijn vrienden minder en ik zit op een bepaald eetpatroon. Mijn vrouw moet dan extra koken, omdat ik dat eetpatroon volg. Ik vergeet dan dat ik in die tunnel zit. Toen Blind kampte met hartproblemen, zeiden veel mensen tegen hem dat hij maar beter kon stoppen met voetbal. Waar deed hij het nog voor, vroeg men zich af. Daar had ik zoveel moeite mee, zegt Blind. Ik had juist nog meer drang om het risico op te zoeken om te laten zien dat ik het wel kan. Als het verantwoord is, en je kunt er nog voor gaan, is voetbal hoofdzaak. Dat is wat ik probeer uit te leggen.;Sports;"[""/Sports/Team Sports/Soccer"", ""/Sports/Team Sports/American Football"", ""/News/Sports News""]";1
165;De Boer: Wat Ajax of Feyenoord doet, daar ga ik me niet over uitlaten door NielsOpdam Bron Persconferentie Bondscoach Frank de Boer wilde tijdens de persconferentie voorafgaand aan de achtste finale met Tsjechië niet ingaan op de geruchten rondom Steven Berghuis. De Feyenoorder wordt gelinkt aan een transfer naar Ajax, maar De Boer wilde daar niets over kwijt. Ik houd me op dit moment alleen maar bezig met het EK, begint De Boer over het nieuws van de laatste dagen. Wat Ajax doet of wat Feyenoord doet, daar ga ik me niet over uitlaten. Laat ik het lekker bij het EK houden. Tijdens het EK speelt Oranje zondag in Boedapest tegen Tsjechië. In de Hongaarse hoofdstad kan het stadion vol. Uiteindelijk doen we het voor de fans, voor volle stadions en voor de emoties die dat oproept. We zijn superblij dat het weer kan. We kijken er echt naar uit om in een vol stadion te spelen. Spitspositie Of De Boer zondag voor Wout Weghorst of Donyell Malen in de spits kiest, wilde hij nog niet zeggen. Tsjechië probeert heel vroeg druk te zetten, dat betekent dat er ruimte is, dan kun je zeggen dat je snelle spelers moet opstellen. Anderzijds als ze snel druk zetten en je komt er niet onderuit, dan moet je een aanspeelpunt hebben. Beide spelers en kwaliteiten zou je kunnen gebruiken, dus we gaan morgen zien wie er speelt.ook Ajax in contact met Feyenoord over Berghuis Lees meer over: ;Sports;"[""/Sports/Team Sports/Soccer""]";1
166;Brych begon zijn toernooi met het groepsduel tussen Nederland en Oekraïne. Daarna volgde de wedstrijd tussen België en Finland, terwijl hij in de achtste finales werd aangewezen voor België-Portugal. Wie de tweede halve finale fluit, een duel tussen Engeland en Denemarken, is nog niet bekend;Sports;"[""/Sports/Team Sports""]";1
167;TV Gids Eurosport 2 gisteren Je vindt hier de tv gids van Eurosport 2 voor gisterEurosport 2 voor gisteren: Wielrennen: Ronde van België | Etappe 4: Eergisteren - Sport, Hamoir Hamoir (157km). uitzending begint om 19:25: Gisteren - Overige. Tennis: B. Krejcikova / K. Siniakova - B. Mattek-Sands / I. Swiatek: Gisteren - Sport, Roland Garros | Finale Vrouwen Dubbels. Wielrennen: Adriatica Ionica Race | Etappe 1: Gisteren - Sport, Trieste Aviano (185.3km). Snooker: Neil Robertson - Judd Trump: Gisteren - Sport, Finale | UK Championship 2020. Wielrennen: Ronde van België | Etappe 5: Gisteren - Sport, Turnhout Beringen(178.7km). Wielrennen: Ronde van België | Etappe 4: Gisteren - Sport, Hamoir Hamoir (157km). Wielrennen: Gisteren - Sport, . Olympische spelen: Hall of Fame | Atlanta 1996: Gisteren - Sport, Home of the Olympics. Tennis: Barbora Krejcikova - Anastasia Pavlyuchenkova: Gisteren - Sport, Roland Garros | Finale.Eurosport 2 voor gisteren . Eurosport 2 is de tweede tv-zender van Eurosport. Samen met Eurosport 1 wordt de sportzender in heel Europa uitgezonden. Het hele jaar door is er veel livesport op Eurosport 2. Daarnaast worden de belangrijkste evenementen herhaald. De Italiaanse voetbalcompetitie Serie A wordt live uitgezonden op Eurosport 2. Ieder speelweekend zijn meerdere wedstrijden exclusief te zien bij Eurosport 2 en via de online Eurosport Player. Olympische Spelen op Eurosport 2 Sportzender Eurosport heeft de volledige uitzendrechten van zowel de Olympische Zomer- als Winterspelen in handen. Dat betekent dat Eurosport als enige zender via meerdere tv-kanalen en online streams live verslag mag doen van de Olympische Spelen. Tijdens de Olympische Winterspelen van 2018 in Pyeongchang zal de hele dag, vanwege het tijdsverschil in Nederland van 01:00 uur tot 16:00 uur, live verslag worden gedaan van de sporten. Heel Europa krijgt op Eurosport 2 dezelfde beelden te zien. Het commentaar zal wel in het Nederlands zijn.;Sports;"[""/Sports/Individual Sports/Racquet Sports"", ""/Arts & Entertainment/TV & Video"", ""/News/Sports News""]";1
169;KOPENHAGEN (ANP) - Björn Kuipers komt donderdag voor het eerst in actie als scheidsrechter bij het EK voetbal. In Kopenhagen leidt hij de wedstrijd tussen Denemarken en België. Dat meldt de UEFA op de website. De Nederlandse arbiter wordt geassisteerd door Sander van Roekel en Erwin Zeinstra. De Zweed Andreas Ekberg fungeert als vierde official. Pol van Boekel is een van de videoscheidsrechters. De Denen komen tegen België weer voor het eerst in actie sinds het openingsduel met Finland, dat werd overschaduwd door het drama rond Christian Eriksen. De Deen werd onwel op het veld en moest worden gereanimeerd. Hij liet dinsdag via sociale media vanuit het ziekenhuis weten dat het weer goed met hem gaat. Behalve Kuipers is ook Danny Makkelie actief als scheidsrechter bij het EK. Hij leidt woensdag met Rusland - Finland zijn tweede wedstrijd. Hij floot ook de openingswedstrijd tussen Italië en Turkije. ;Sports;"[""/Sports/Team Sports/Soccer""]";1
171;Je kunt zondagnacht 24 januari om 04.00 UFC 257 LIVE kijken op Gids.tv. Dit weekend maakt de Ierse MMA-vechter Conor McGregor zijn comeback in de ring. De mixed martial arts-sporter gaat het gevecht aan met de Amerikaan Dustin Poirier. Dat wordt op vrijdag 22 januari voorafgegaan door een weigh-in. Gewicht bepalen Tijdens de weigh-in, die gepaard gaat met veel indrukwekkend machtsvertoon van de beide vechters, wordt het gewicht van de boksers bepaald. Dit is belangrijk om te checken, want: vallen ze allebei nog wel in de categorie lichtgewicht? In de nacht van zaterdag op zondag vindt het uiteindelijk gevecht plaats in Abu Dhabi. Kijk hierboven op vrijdag 22 januari vanaf +/- 16.00 uur LIVE naar de weigh-in van Conor McGregor en Dustin Poirier. De wedstrijd tussen McGregor en Poirier is in de nacht van zaterdag 23 op zondag 24 januari rond 04.00 uur te zien op SBS9, KIJK.nl en een livestream via Gids.tv. ;Sports;"[""/Sports/Combat Sports/Martial Arts""]";1
173;Feestvierende Italianen rijden Engeland naar laatste rustplaats Engelse fans waren ervan overtuigd dat sinds de eerste keer dat zij de FIFA World Cup hebben gehost in 1966 ze weer een grote prijs zouden winnen en daarom hoorde je gisteren voor de wedstrijd over “It’s coming home”. De wedstrijd werd na strafschoppen niet beslist in het voordeel van Engeland, maar Italie mag zich de komende drie jaar Europees Kampioen worden. En dat moet gevierd worden. We hebben zo’n vermoeden dat er nog wel het een en ander aan beeldmateriaal de komende dagen op zal duiken, maar voor nu hebben we deze feestvierende Italianen in de aanbieding die Engeland naar zijn laatste rustplaats rijden.;Sports;"[""/Sports/International Sports Competitions"", ""/Sports/Team Sports/Soccer""]";1
176;"Maison brabançonne du début du XIXe siècle Cédric et Virginie sintéressent à la rénovation réussie dune maison brabançonne du début du XIXe siècle ! Également, le concept Gablok, nouveau système de construction en bois, un week-end en Espagne, au Sevilla Kitsch Hostel, et comment customiser une glacière Do 1 juli 2021 | 14:55 Voetbal: Sevilla - FC Barcelona Voetbal: Sevilla - FC Barcelona. samenvatting van de voetbalwedstrijd Sevilla - FC Barcelona, gespeeld in de Spaanse Copa del Rey. Do 1 juli 2021 | 15:10 FC Barcelona - Sevilla FC FC Barcelona - Sevilla FC. Copa del Rey van de terugwedstrijd FC Barcelona - Sevilla FC, gespeeld in de halve finale van de Spaanse Copa del Rey. Za 3 juli 2021 | 18:00 DOC: De weg van Luuk Seizoen 2019-2020 - Aflevering 24 van 45 In de zomer van 2019 verruilde Luuk de Jong PSV voor Sevilla. Een stap naar een grote competitie die weloverwogen tot stand kwam en waar ook de vraag boven hangt: ‘lukt het dit keer wel?’, na mislukte avonturen in de Bundesliga. De spits ontvangt ons in zijn nieuwe woonplaats en vertelt o.a. over hoe zijn loopbaan tot nu toe verloopt. Technisch directeur Monchi van Sevilla legt uit waarom Luuk de Jong gaat slagen in Zuid-Spanje en vader George de Jong geeft een inkijkje in ‘Team De Jong’. Zo 4 juli 2021 | 09:30 Voetbal: FC Barcelona - Sevilla FC Voetbal: FC Barcelona - Sevilla FC. samenvatting van de voetbalwedstrijd FC Barcelona - Sevilla FC, gespeeld in de Spaanse LaLiga. Zo 4 juli 2021 | 13:15 Sevilla FC - FC Barcelona Match of the Day van de wedstrijd Sevilla FC - FC Barcelona, die in het teken staat van de vraag welke van deze twee ploegen aansluiting houdt bij de 2 Madrileense ploegen boven hen op de ranglijst. In de studio analyseren Dirk Kuijt en Jan van Halst onder leiding van presentator Bas van Veenedaal deze kraker uit LaLiga. Sierd de Vos verzorgt het commentaar bij de wedstrijd die gespeeld wordt in Estadio Ramón Sánchez Pizjuán. Ma 5 juli 2021 | 12:20 Voetbal: Sevilla FC - Real Madrid Voetbal: Sevilla FC - Real Madrid. samenvatting van de voetbalwedstrijd Sevilla FC - Real Madrid, gespeeld in de Spaanse LaLiga. Ma 5 juli 2021 | 20:05 Voetbal: Real Madrid - Sevilla FC Voetbal: Real Madrid - Sevilla FC. samenvatting van de voetbalwedstrijd Real Madrid - Sevilla FC, gespeeld in de Spaanse LaLiga. Ma 5 juli 2021 | 21:10 Documentaire: A Genius Goodbye Ever Banega Terugblik op de 12 seizoen waarin Ever Banega actief was in de Spaanse LaLiga. Met een diepgaand interview met de Argentijnse ster kijken we terug op zijn triomfantelijke tijd bij Valencia CF, Atlético de Madrid en Sevilla FC en halen we herinneringen op aan de hoogtepunten van zijn carrière, nu hij heeft aangekondigd afscheid te nemen van het Spaanse voetbal. Di 6 juli 2021 | 12:20 Voetbal: Atlético de Madrid - Sevilla FC Voetbal: Atlético de Madrid - Sevilla FC. van de wedstrijd Atlético de Madrid - Sevilla FC, gespeeld in de Spaanse LaLiga. Do 8 juli 2021 | 21:00 Länder - Menschen - Abenteuer Wüste und schneebedeckte Berge. Tief verwurzelter Katholizismus und islamisches Erbe. Weiße Dörfer und prachtvolle Paläste: Das ist Andalusien. Im äußersten Süden ist Spanien so abwechslungsreich und faszinierend wie nirgends sonst. Gelegen zwischen zwei Meeren und zwei Kontinenten, ist Andalusien wie eine Welt für sich. Exotisch, und doch ein Stück Europa. Über ein ganzes Jahr hat ein Filmteam für einen Zweiteiler über Andalusien die Menschen und die Natur in dieser einmaligen Region beobachtet. In der Folge &quot;Von Sevilla an die Küste&quot; wird der andalusische Cowboy Faustin begleitet, der im Nationalpark Coto de Doñana an der Atlantikküste Wildpferde zusammentreibt. Von diesen Tieren stammen auch die amerikanischen Mustangs ab, denn die spanischen Eroberer brachten die Pferde einst nach Amerika. Das Zusammentreiben der Stuten ist immer ein großes Spektakel. Meer ";Sports;"[""/Sports/Team Sports/Soccer"", ""/Arts & Entertainment""]";1
182;Nikita van der Vliet gaat niet mee naar de Olympische Spelen. De handbalster uit Zaandam kampt met een rugblessure en moet de voorbereiding en de Spelen aan zich voorbij laten gaan. De 21-jarige handbalster is vandaag afgehaakt bij de nationale handbalploeg, die zich sinds maandag voorbereid op de Spelen. Voor Van der Vliet zou het haar eerste deelname aan de Spelen betekenen. Eind vorig jaar speelde ze haar eerste grote toernooi met Oranje op de EK in Denemarken. Tekst loopt door onder de tweet. Jessy Kramer Eerder deze week werd bekend dat ook Jessy Kramer de Spelen aan zich voorbij moet laten gaan. De 31-jarige handbalster uit Zijdewind kampt al enige tijd met een voet- en knieblessure en heeft haar carrière daardoor beëindigd. Yvette Broch wil zich niet laten vaccineren tegen het coronavirus en besloot zich daarom terug te trekken. Tekst loopt door onder de video. Nycke Groot Daarentegen kan bondscoach Emmanuel Mayonnade wel weer beschikken over Nycke Groot. De Alkmaarse handbalster stelde zich recentelijk weer beschikbaar voor Oranje en sluit over twee weken aan bij de selectie.;Sports;"[""/Sports/Team Sports"", ""/News/Sports News""]";1
183;De kogel is door de kerk. Ibrahim Afellay maakte zondag (31 januari) bekend dat hij definitief een punt achter zijn carrière heeft gezecht. Die begon flitsend als tiener bij PSV, maar na zijn vertrek uit Eindhoven ging het snel bergafwaarts met de middenvelder. Toch wist hij in 2011 nog de Champions League te winnen met het grote FC Barcelona van Pep Guardiola. Toen was de middenvelder volgens Wijffels op zijn best. Bekijk het gesprek met Maarten Wijffels over Ibrahim Afellay hieronder. ;Sports;"[""/Sports/Team Sports/Soccer"", ""/News""]";1
188;"Meerderheid seizoenkaarthouders ziet af van volledige compensatie door BartVeenstra Bron Ajax Life De meerderheid van de seizoenkaarthouders bij Ajax heeft afgezien van volledige compensatie voor de prijs die zij voor hun seizoenkaart betalen. Dat meldt commercieel directeur Menno Geelen tegenover Ajax Life. Ajax bood in de compensatieregeling meerdere opties aan: het gehele bedrag terugvragen, 35 procent doneren en een Ajaxjack ontvangen, 65 procent doneren en daarbij een Ajaxjack en Ajaxborstbeeld ontvangen of het hele bedrag doneren en daarbij beide cadeaus ontvangen met een uitnodiging voor een evenement bij Ajax deze zomer. Van alle opties is gebruikt gemaakt door de fans van Ajax. Ajax treedt (nog) niet in detail. Een deel heeft al het geld teruggevraagd. En dat kon, want zo was onze regeling, zegt commercieel directeur Menno Geelen. Dat vonden we netjes en eerlijk, dus als fans daar gebruik van hebben gemaakt, is dat oké. De meerderheid heeft een deel van het geld laten zitten, waardoor ze ons unieke vest krijgen, zegt Geelen, die de fans dankbaar is. En er is een groep supporters die niets heeft teruggevraagd. Deze mensen worden uitgenodigd voor een evenementje bij Ajax deze zomer, om ze extra te bedanken. Wij voelen ons enorm gesteund door de reactie van de supporters. Volgend seizoen Seizoenkaarthouders kunnen richting het volgende seizoen hun seizoenkaart verlengen. Of er wederom een compensatieregeling komt als er onverhoopt toch limieten worden gesteld aan het aantal toeschouwers, kan Ajax nog niet garanderen. Daar zijn we nog over in gesprek. Dit jaar heeft het risico bij de club gelegen en heeft dat er financieel erg inhakt. We staan nog steeds achter die keuze. Maar hoe we dat eventueel volgend seizoen gaan doen, is nog niet bekend. Het is voor Ajax en Geelen dan ook de absolute wens om volgend seizoen weer een vol stadion te hebben. Je zag het tegen AZ: ook al waren bij die wedstrijd ""maar"" 7.500 supporters welkom, door het publiek werd het een echte wedstrijd. Voetbal zonder publiek is niks. Dat wisten we al, maar dit seizoen heeft dat nog duidelijker gemaakt. Denk jij dat Haller de eerste goal scoort en Ajax wint van Feyenoord? Zet in en krijg 5,50 keer je inzet terug! Lees meer over: ";Sports;"[""/Sports/Team Sports/Soccer"", ""/Sports/Team Sports""]";1
195;Vechtsportgala loopt uit de hand, mensen beginnen zelf partij in de ring Zo’n vechtsportgala verloopt meestal wel heel erg gemoedelijk. Netjes op je plek zitten en kijken naar hoe iemand misschien wel knock out wordt geslagen. Alleen is niet altijd iemand het eens met een beslissing van de scheidsrechter of hoe een vechter vecht, maar ook dan moet je netjes op je stoel blijven zitten. Is niet helemaal goed gegaan op dit vechtsportgala, want er staan veel mensen in de ring die hun eigen partij uitvechten. Delen op WhatsApp Delen op WhatsApp ;Sports;"[""/Sports/Combat Sports/Martial Arts""]";1
200;Mikky Kiemeney is sinds de transfer van haar vriend Frenkie de Jong naar FC Barcelona vorig jaar nog maar weinig te zien in Nederland. Toen het stel net verhuisd was ging het ook eventjes minder goed met hun relatie, maar tegenwoordig zijn ze gelukkiger dan ooit. Het gaat zelfs zo goed dat ze samen opzoek zijn naar een groter verblijf in Barcelona. Deze maand zijn Frenkie en Mikky samen te bewonderen op de nieuwste cover van de Linda Meiden. Bekijk hieronder.;Sports;"[""/Sports/Team Sports/Soccer""]";1
204;"Zijn voetbal-cv is indrukwekkend. Levi Opdam speelde de afgelopen jaren bij clubs als AZ en Paris Saint-Germain. Alleen nu voetbalt de 25-jarige Alkmaarder bij een amateurclub in Apeldoorn. ""Ik hoop dat een profclub mij nog een kans geeft."" ""Enorm mooie ervaring"", blikt Levi Opdam terug op zijn debuut in de eredivisie voor AZ op 6 februari 2016. ""Ik wilde terugkeren, maar nu is dat een hele lange weg."" Amateurs Na AZ speelde Opdam achtereen volgens bij Go Ahead Eagles, Paris Saint-Germain en TOP Oss. En op dit moment probeert Opdam fit te blijven bij de Apeldoornse eersteklasser Columbia. Hij kwam daar terecht via zn oud-teamgenoot van AZ Jop van der Linden. ""Met zijn kwaliteiten hoort Levi Opdam hier niet te zijn."" Bekijk de video voor de reportage van Levi Opdam bij zn club Columbia in Apeldoorn.ikfout gezien? Laat het ons weten via [email protected] ";Sports;"[""/Sports/Team Sports"", ""/News/Sports News""]";1
205;Vanavond wordt de eerste finalist van het EK voetbal bekend. Italië en Spanje zullen het tegen elkaar opnemen in Londen. Verder onder meer het nieuwe programma Camping Coppens. Dit zijn de tv-tips van Gids.tv voor dinsdag 6 juli. Gids.tv brengt je elke dag op de hoogte van het beste dat de aankomende tv-avond te bieden heeft. Kopen zonder kijken: samengesteld gezin In deze aflevering van Kopen zonder kijken gaat Martijn Krabbé met zijn team op zoek naar een huis voor het samengestelde gezin van Magda en Ronald. Magda en Ronald vormen een fijn samengesteld gezin met de kinderen van Ronald, Tinka en Joeri, en de zoon van Magda, Rocco. Ze wonen alleen nog wel apart van elkaar en daar willen ze dolgraag verandering in brengen. Kunnen Martijn Krabbé en zijn team het ideale huis voor hen vinden? Actiefilm: Flight Op RTL 7 is vanavond de spannende dramafilm Flight te zien. Een technisch mankement maakt het passagiersvliegtuig van de ervaren piloot Whip Whitaker onbestuurbaar. Het lukt hem wonderwel om het toestel aan de grond te zetten. Whip wordt alom geprezen, totdat in het ziekenhuis blijkt dat er sporen van alcohol en drugs in zijn bloed zitten. De vraag rijst of het ongeluk werd veroorzaakt door verwijtbaar gedrag van Whip. Nieuw: The Production Line In het nieuwe programma The Production Line is te zien hoe Britse wereldwijd iconische producten worden gemaakt. Van de beroemde Dr. Martins-schoen tot de Brompton bike. En van de handige Henry-stofzuiger tot de smaakvolle Yorkshire tea. Hoe dit allemaal wordt vervaardigd is te zien in The Production Line. Of het nu om massaproductie gaat of om ouderwets handwerk, het proces spreekt altijd tot de verbeelding. Nieuw: Camping Coppens In het nieuwe realityprogramma Camping Coppens starten de Vlaamse Code van Coppens-presentator Staf Coppens (40) en zijn Nederlandse echtgenote Monique (47) een camping in Zweden. De twee koesteren al jaren de droom om een camping te openen in de schitterende Zweedse natuur. Ruim een half jaar geleden lieten zij samen met hun twee kinderen Beau en Nora alles in België achter om die grote droom te verwezenlijken. Live: Italië - Spanje (halve finale EK) Vanaf 20:25 uur de voorbeschouwing en om 21:00 uur live verslag van de halve finale Italië - Spanje op het EK voetbal in het Wembley-stadion in Londen, Engeland. Het EK is bijna voorbij. Nog drie wedstrijden te gaan, allemaal in Londen. Komende zondag 11 juli is de finale. Deze week zijn dinsdag en woensdag de halve finales. Met dinsdag het duel tussen Italië en Spanje. Italië heeft van alle overgebleven ploegen misschien wel de meeste indruk gemaakt. Docu: Vader in de tuin Opa Koos (89) is weduwnaar en woont nog zelfstandig, maar hij vereenzaamt en zijn gezondheid gaat achteruit. Hij wil zijn laatste jaren niet in een verpleeghuis slijten. Schoondochter Anita oppert dat hij bij hen in de tuin mag komen wonen. Op een dag wordt er een gloednieuwe kantenklare mantelzorg-woning in de tuin getakeld. Hoe zijn leven vanaf dan verdergaat, zien we in de documentaire Vader in de tuin. Geef hieronder je commentaar op Vanavond op tv: Italië - Spanje (halve finale EK), start Camping Coppens of klik hier als je dit een leuk artikel vindt: ;Sports;"[""/Sports""]";1
